0,0
0.01,0.00980328
0.02,0.0192258
0.03,0.0282856
0.04,0.0369998
0.05,0.045384
0.06,0.0534534
0.07,0.0612218
0.08,0.0687024
0.09,0.0759077
0.1,0.0828493
0.11,0.0895382
0.12,0.0959847
0.13,0.102199
0.14,0.10819
0.15,0.113966
0.16,0.119536
0.17,0.124909
0.18,0.13009
0.19,0.135088
0.2,0.139908
0.21,0.144558
0.22,0.149044
0.23,0.153372
0.24,0.157546
0.25,0.161572
0.26,0.165456
0.27,0.169201
0.28,0.172814
0.29,0.176297
0.3,0.179655
0.31,0.182893
0.32,0.186014
0.33,0.189022
0.34,0.19192
0.35,0.194712
0.36,0.197401
0.37,0.19999
0.38,0.202482
0.39,0.204881
0.4,0.207188
0.41,0.209407
0.42,0.211541
0.43,0.213591
0.44,0.21556
0.45,0.217451
0.46,0.219266
0.47,0.221006
0.48,0.222675
0.49,0.224275
0.5,0.225806
0.51,0.227272
0.52,0.228674
0.53,0.230014
0.54,0.231294
0.55,0.232516
0.56,0.23368
0.57,0.23479
0.58,0.235846
0.59,0.236851
0.6,0.237805
0.61,0.23871
0.62,0.239568
0.63,0.240381
0.64,0.241149
0.65,0.241874
0.66,0.242557
0.67,0.243201
0.68,0.243805
0.69,0.244372
0.7,0.244903
0.71,0.245399
0.72,0.245861
0.73,0.246291
0.74,0.24669
0.75,0.247059
0.76,0.247399
0.77,0.247712
0.78,0.247998
0.79,0.24826
0.8,0.248497
0.81,0.248712
0.82,0.248905
0.83,0.249078
0.84,0.249231
0.85,0.249367
0.86,0.249485
0.87,0.249588
0.88,0.249676
0.89,0.24975
0.9,0.249812
0.91,0.249863
0.92,0.249904
0.93,0.249936
0.94,0.249959
0.95,0.249977
0.96,0.249988
0.97,0.249995
0.98,0.249999
0.99,0.25
1,0.25
1.01,0.25
1.02,0.250002
1.03,0.250005
1.04,0.250012
1.05,0.250023
1.06,0.25004
1.07,0.250064
1.08,0.250096
1.09,0.250137
1.1,0.250187
1.11,0.250249
1.12,0.250324
1.13,0.250412
1.14,0.250514
1.15,0.250632
1.16,0.250767
1.17,0.25092
1.18,0.251092
1.19,0.251284
1.2,0.251497
1.21,0.251732
1.22,0.251991
1.23,0.252274
1.24,0.252583
1.25,0.252918
1.26,0.253281
1.27,0.253672
1.28,0.254094
1.29,0.254545
1.3,0.255029
1.31,0.255545
1.32,0.256094
1.33,0.256678
1.34,0.257298
1.35,0.257954
1.36,0.258647
1.37,0.259379
1.38,0.260149
1.39,0.26096
1.4,0.261811
1.41,0.262704
1.42,0.263639
1.43,0.264617
1.44,0.265639
1.45,0.266705
1.46,0.267817
1.47,0.268974
1.48,0.270178
1.49,0.271429
1.5,0.272727
1.51,0.274074
1.52,0.275469
1.53,0.276913
1.54,0.278406
1.55,0.27995
1.56,0.281543
1.57,0.283187
1.58,0.284882
1.59,0.286628
1.6,0.288425
1.61,0.290274
1.62,0.292174
1.63,0.294125
1.64,0.296129
1.65,0.298184
1.66,0.300291
1.67,0.302449
1.68,0.304659
1.69,0.306921
1.7,0.309233
1.71,0.311597
1.72,0.314011
1.73,0.316476
1.74,0.31899
1.75,0.321555
1.76,0.324168
1.77,0.326831
1.78,0.329542
1.79,0.3323
1.8,0.335106
1.81,0.337959
1.82,0.340858
1.83,0.343801
1.84,0.34679
1.85,0.349823
1.86,0.352898
1.87,0.356016
1.88,0.359176
1.89,0.362376
1.9,0.365616
1.91,0.368896
1.92,0.372213
1.93,0.375567
1.94,0.378957
1.95,0.382382
1.96,0.385842
1.97,0.389334
1.98,0.392859
1.99,0.396415
2,0.4
2.01,0.403614
2.02,0.407256
2.03,0.410925
2.04,0.414619
2.05,0.418337
2.06,0.422078
2.07,0.425842
2.08,0.429627
2.09,0.433431
2.1,0.437254
2.11,0.441094
2.12,0.444951
2.13,0.448823
2.14,0.452709
2.15,0.456608
2.16,0.460519
2.17,0.46444
2.18,0.468371
2.19,0.47231
2.2,0.476257
2.21,0.48021
2.22,0.484168
2.23,0.48813
2.24,0.492096
2.25,0.496063
2.26,0.500031
2.27,0.504
2.28,0.507967
2.29,0.511932
2.3,0.515895
2.31,0.519853
2.32,0.523807
2.33,0.527755
2.34,0.531697
2.35,0.535631
2.36,0.539556
2.37,0.543473
2.38,0.54738
2.39,0.551276
2.4,0.55516
2.41,0.559032
2.42,0.562892
2.43,0.566737
2.44,0.570569
2.45,0.574385
2.46,0.578186
2.47,0.58197
2.48,0.585738
2.49,0.589488
2.5,0.59322
2.51,0.596934
2.52,0.600629
2.53,0.604304
2.54,0.607959
2.55,0.611594
2.56,0.615208
2.57,0.6188
2.58,0.622371
2.59,0.62592
2.6,0.629447
2.61,0.63295
2.62,0.636431
2.63,0.639888
2.64,0.643322
2.65,0.646732
